"","SchoolID","SchoolName"
"1776",610029,"LOZANO"
"1777",610030,"KOZMINSKI"
"1778",610032,"GREEN"
"1779",610033,"LASALLE"
"1780",610034,"LAWNDALE"
"1781",610036,"LEWIS"
"1782",610037,"LIBBY"
"1783",610038,"LINCOLN"
"1784",610039,"VON LINNE"
"1785",610040,"LLOYD"
"1786",610041,"LOCKE J"
"1787",610043,"LOVETT"
"1788",610044,"LOWELL"
"1789",610046,"LYON"
"1790",610047,"MADISON"
"1791",610048,"MANIERRE"
"1792",610051,"NORTHWEST"
"1793",610052,"MANN"
"1794",610053,"MARQUETTE"
"1795",610054,"MARSH"
"1796",610055,"FARADAY"
"1797",610056,"MASON"
"1798",610057,"FAIRFIELD"
"1799",610059,"MAYER"
"1800",610060,"JACKSON A"
"1801",610062,"MCCLELLAN"
"1802",610063,"MCCORMICK"
"1803",610065,"TILL"
"1804",610066,"MCDADE"
"1805",610067,"MCKAY"
"1806",610068,"HANSON PARK"
"1807",610070,"MCPHERSON"
"1808",610073,"MITCHELL"
"1809",610074,"MONROE"
"1810",610076,"MOOS"
"1811",610077,"MORRILL"
"1812",610078,"INTER-AMERICAN"
"1813",610081,"SHERIDAN"
"1814",610082,"MOUNT GREENWOOD"
"1815",610083,"BEARD"
"1816",610084,"KELLER"
"1817",610086,"MOUNT VERNON"
"1818",610087,"BLAIR"
"1819",610088,"MOZART"
"1820",610089,"MURPHY"
"1821",610090,"MURRAY"
"1822",610091,"BROWN R"
"1823",610092,"NASH"
"1824",610093,"NEIL"
"1825",610094,"NETTELHORST"
"1826",610095,"NEWBERRY"
"1827",610096,"NIGHTINGALE"
"1828",610097,"NIXON"
"1829",610098,"NOBEL"
"1830",610099,"NORWOOD PARK"
"1831",610100,"WEST PARK"
"1832",610101,"OGDEN ES"
"1833",610102,"OGLESBY"
"1834",610103,"OKEEFFE"
"1835",610104,"ONAHAN"
"1836",610105,"ORIOLE PARK"
"1837",610106,"PICCOLO"
"1838",610107,"OTIS"
"1839",610108,"OTOOLE"
"1840",610109,"OWEN"
"1841",610110,"WELLS ES"
"1842",610111,"PALMER"
"1843",610112,"PARKER"
"1844",610115,"PARK MANOR"
"1845",610116,"PARKSIDE"
"1846",610117,"PASTEUR"
"1847",610120,"PECK"
"1848",610121,"IRVING"
"1849",610122,"PEIRCE"
"1850",610123,"PENN"
"1851",610124,"WASHINGTON H ES"
"1852",610125,"RUIZ"
"1853",610126,"PERSHING"
"1854",610127,"PETERSON"
"1855",610128,"GARVEY"
"1856",610129,"PICKARD"
"1857",610130,"PIRIE"
"1858",610131,"PLAMONDON"
"1859",610132,"POE"
"1860",610133,"WARD L"
"1861",610135,"PORTAGE PARK"
"1862",610136,"PRESCOTT"
"1863",610137,"PRUSSING"
"1864",610138,"PULASKI"
"1865",610139,"PULLMAN"
"1866",610141,"RAVENSWOOD"
"1867",610142,"RAY"
"1868",610143,"REAVIS"
"1869",610144,"REILLY"
"1870",610145,"REINBERG"
"1871",610146,"REVERE"
"1872",610147,"ROGERS"
"1873",610148,"CHAVEZ"
"1874",610152,"RUGGLES"
"1875",610153,"RYDER"
"1876",610155,"SAUGANASH"
"1877",610157,"SAWYER"
"1878",610158,"SAYRE"
"1879",610159,"SCAMMON"
"1880",610163,"STOCK"
"1881",610165,"SCHUBERT"
"1882",610167,"SEWARD"
"1883",610170,"COLUMBIA EXPLORERS"
"1884",610171,"MIRELES"
"1885",610172,"SHERMAN"
"1886",610173,"SHERWOOD"
"1887",610174,"SHIELDS"
"1888",610175,"SHOESMITH"
"1889",610176,"SHOOP"
"1890",610177,"SKINNER"
"1891",610178,"SCHMID"
"1892",610179,"SMYSER"
"1893",610180,"SMYTH"
"1894",610182,"SOLOMON"
"1895",610183,"SPENCER"
"1896",610184,"SPRY ES"
"1897",610185,"STEVENSON"
"1898",610188,"DUNNE"
"1899",610191,"STONE"
"1900",610192,"STOWE"
"1901",610193,"NEW SULLIVAN"
"1902",610194,"SUMNER"
"1903",610195,"SUTHERLAND"
"1904",610196,"SWIFT"
"1905",610197,"TALCOTT"
"1906",610198,"TAYLOR"
"1907",610199,"COLEMON"
"1908",610200,"THORP J"
"1909",610201,"THORP O"
"1910",610202,"TILTON"
"1911",610203,"TONTI"
"1912",610206,"TWAIN"
"1913",610207,"VANDERPOEL"
"1914",610208,"LAVIZZO"
"1915",610209,"VOLTA"
"1916",610212,"ALBANY PARK"
"1917",610213,"WADSWORTH"
"1918",610215,"MADERO"
"1919",610216,"WALSH"
"1920",610217,"WARD J"
"1921",610218,"WARREN"
"1922",610219,"WASHINGTON G ES"
"1923",610220,"WATERS"
"1924",610221,"WEBSTER"
"1925",610223,"WENTWORTH"
"1926",610225,"WHISTLER"
"1927",610226,"SANDOVAL"
"1928",610227,"WHITNEY"
"1929",610228,"WHITTIER"
"1930",610229,"PRITZKER"
"1931",610230,"WILDWOOD"
"1932",610231,"NATIONAL TEACHERS"
"1933",610234,"YATES"
"1934",610235,"YOUNG ES"
"1935",610237,"BEETHOVEN"
"1936",610238,"BOND"
"1937",610239,"DALEY"
"1938",610242,"BRENNEMANN"
"1939",610244,"CLARK HS"
"1940",610245,"DOUGLASS HS"
"1941",610246,"BEASLEY"
"1942",610248,"CHICAGO ACADEMY ES"
"1943",610249,"TALMAN"
"1944",610250,"SALAZAR"
"1945",610251,"CATHER"
"1946",610252,"DETT"
"1947",610254,"DVORAK"
"1948",610256,"ROBINSON"
"1949",610257,"MORTON"
"1950",610263,"DULLES"
"1951",610268,"ASHE"
"1952",610269,"MCCUTCHEON"
"1953",610271,"JENSEN"
"1954",610274,"JOHNSON"
"1955",610276,"MOLLISON"
"1956",610279,"TANNER"
"1957",610281,"POWELL"
"1958",610282,"MCNAIR"
"1959",610284,"NEW FIELD"
"1960",610287,"ASHBURN"
"1961",610290,"MAYS"
"1962",610291,"LEE"
"1963",610293,"MELODY"
"1964",610295,"HIGGINS"
"1965",610298,"LENART"
"1966",610299,"KING ES"
"1967",610300,"WESTCOTT"
"1968",610304,"PHOENIX MILITARY HS"
"1969",610305,"LELAND"
"1970",610308,"RUDOLPH"
"1971",610312,"MCDOWELL"
"1972",610313,"DE DIEGO"
"1973",610315,"WHITE"
"1974",610316,"EARHART"
"1975",610317,"BRIGHTON PARK"
"1976",610319,"EVERGREEN"
"1977",610323,"BOWEN HS"
"1978",610325,"AVONDALE-LOGANDALE"
"1979",610329,"OROZCO"
"1980",610334,"RABY HS"
"1981",610339,"STAGG"
"1982",610340,"CHICAGO ACADEMY HS"
"1983",610342,"SABIN"
"1984",610345,"WOODSON"
"1985",610347,"CLAREMONT"
"1986",610350,"BLACK"
"1987",610352,"DURKIN PARK"
"1988",610353,"CALMECA"
"1989",610354,"NORTH RIVER"
"1990",610355,"COURTENAY"
"1991",610362,"EVERS"
"1992",610363,"DISNEY"
"1993",610364,"DUBOIS"
"1994",610366,"WACKER"
"1995",610367,"DEPRIEST"
"1996",610368,"HUGHES L"
"1997",610369,"JACKSON M"
"1998",610380,"WILLIAMS HS"
"1999",610381,"BRONZEVILLE HS"
"2000",610383,"SOCIAL JUSTICE HS"
"2001",610384,"INFINITY HS"
"2002",610385,"MULTICULTURAL HS"
"2003",610389,"ORR HS"
"2004",610390,"RICKOVER MILITARY HS"
"2005",610391,"LINDBLOM HS"
"2006",610392,"WORLD LANGUAGE HS"
"2007",610394,"UPLIFT HS"
"2008",610396,"TARKINGTON"
"2009",610402,"DEVRY HS"
"2010",610405,"SUDER"
"2011",610499,"COLLINS HS"
"2012",610503,"FRAZIER PROSPECTIVE"
"2013",610504,"THOMAS"
"2014",610513,"AIR FORCE HS"
"2015",610515,"DISNEY II ES"
"2016",610518,"AUSTIN CCA HS"
"2017",610520,"LASALLE II"
"2018",610521,"DAVIS M"
"2019",610523,"EDISON PARK"
"2020",610524,"ALCOTT HS"
"2021",610530,"SOUTH SHORE ES"
"2022",610532,"HERNANDEZ"
"2023",610533,"PRIETO"
"2024",610534,"SKINNER NORTH"
"2025",610539,"CAMRAS"
"2026",610541,"LORCA"
"2027",610542,"WEST RIDGE"
"2028",610543,"SOLORIO HS"
"2029",610544,"AZUELA"
"2030",610547,"SOUTH SHORE INTL HS"
"2031",610548,"STEM"
"2032",610558,"GOODE HS"
"2033",610559,"SHIELDS MIDDLE"
"2034",610561,"CRANE MEDICAL HS"
"2035",610563,"BACK OF THE YARDS HS"
"2036",610564,"DISNEY II HS"
"2037",610586,"SADLOWSKI"
"2038",610588,"RICHARDSON"
